       1     8400 ./traj_segs/000171/000015
       2     8400 ./traj_segs/000171/000027
       4     8400 ./traj_segs/000171/000034
       3     8400 ./traj_segs/000171/000006
       6     8400 ./traj_segs/000171/000044
       8     8400 ./traj_segs/000171/000039
       7     8400 ./traj_segs/000171/000033
       5     8400 ./traj_segs/000171/000043
       9     8400 ./traj_segs/000171/000001
      10     8400 ./traj_segs/000171/000020
      11     8400 ./traj_segs/000171/000018
      13     8400 ./traj_segs/000171/000016
      14     8400 ./traj_segs/000171/000024
      15     8400 ./traj_segs/000171/000005
      16     8400 ./traj_segs/000171/000040
      12     8400 ./traj_segs/000171/000012
      18     8400 ./traj_segs/000171/000030
      19     8400 ./traj_segs/000171/000008
      17     8400 ./traj_segs/000171/000037
      20     8400 ./traj_segs/000171/000002
      21     8400 ./traj_segs/000171/000023
      23     8400 ./traj_segs/000171/000011
      22     8400 ./traj_segs/000171/000029
      25     8400 ./traj_segs/000171/000013
      27     8400 ./traj_segs/000171/000038
      24     8400 ./traj_segs/000171/000021
      29     8400 ./traj_segs/000171/000000
      30     8400 ./traj_segs/000171/000007
      26     8400 ./traj_segs/000171/000019
      28     8400 ./traj_segs/000171/000032
      31     8400 ./traj_segs/000171/000042
      32     8400 ./traj_segs/000171/000035
      33     8400 ./traj_segs/000171/000014
      34     8400 ./traj_segs/000171/000026
      35     8400 ./traj_segs/000171/000028
      36     8400 ./traj_segs/000171/000022
      37     8400 ./traj_segs/000171/000010
      41     8400 ./traj_segs/000171/000004
      39     8400 ./traj_segs/000171/000003
      38     8400 ./traj_segs/000171/000031
      40     8400 ./traj_segs/000171/000009
      45     8400 ./traj_segs/000171/000025
      42     8400 ./traj_segs/000171/000036
      43     8400 ./traj_segs/000171/000041
      44     8400 ./traj_segs/000171/000017
      47     8400 ./traj_segs/000106/000032
      49     8400 ./traj_segs/000106/000019
      48     8400 ./traj_segs/000106/000013
      51     8400 ./traj_segs/000106/000026
      52     8400 ./traj_segs/000106/000014
      50     8400 ./traj_segs/000106/000021
      53     8400 ./traj_segs/000106/000007
      54     8400 ./traj_segs/000106/000003
      57     8400 ./traj_segs/000106/000010
      46     8400 ./traj_segs/000106/000000
      55     8400 ./traj_segs/000106/000009
      56     8400 ./traj_segs/000106/000031
      58     8400 ./traj_segs/000106/000028
      59     8400 ./traj_segs/000106/000022
      60     8400 ./traj_segs/000106/000025
      62     8400 ./traj_segs/000106/000004
      63     8400 ./traj_segs/000106/000034
      61     8400 ./traj_segs/000106/000017
      65     8400 ./traj_segs/000106/000027
      66     8400 ./traj_segs/000106/000015
      64     8400 ./traj_segs/000106/000006
      67     8400 ./traj_segs/000106/000018
      69     8400 ./traj_segs/000106/000020
      71     8400 ./traj_segs/000106/000033
      70     8400 ./traj_segs/000106/000001
      72     8400 ./traj_segs/000106/000005
      73     8400 ./traj_segs/000106/000024
      68     8400 ./traj_segs/000106/000012
      74     8400 ./traj_segs/000106/000016
      75     8400 ./traj_segs/000106/000011
      77     8400 ./traj_segs/000106/000029
      76     8400 ./traj_segs/000106/000023
      78     8400 ./traj_segs/000106/000008
      79     8400 ./traj_segs/000106/000002
      81     8400 ./traj_segs/000092/000027
      84     8400 ./traj_segs/000092/000043
      82     8400 ./traj_segs/000092/000015
      85     8400 ./traj_segs/000092/000049
      83     8400 ./traj_segs/000092/000034
      86     8400 ./traj_segs/000092/000006
      87     8400 ./traj_segs/000092/000001
      89     8400 ./traj_segs/000092/000033
      88     8400 ./traj_segs/000092/000044
      90     8400 ./traj_segs/000092/000039
      80     8400 ./traj_segs/000106/000030
      92     8400 ./traj_segs/000092/000012
      93     8400 ./traj_segs/000092/000020
      91     8400 ./traj_segs/000092/000018
      95     8400 ./traj_segs/000092/000016
      94     8400 ./traj_segs/000092/000024
      98     8400 ./traj_segs/000092/000005
      97     8400 ./traj_segs/000092/000037
      96     8400 ./traj_segs/000092/000040
      99     8400 ./traj_segs/000092/000008
     101     8400 ./traj_segs/000092/000030
     100     8400 ./traj_segs/000092/000002
     102     8400 ./traj_segs/000092/000047
     103     8400 ./traj_segs/000092/000011
     105     8400 ./traj_segs/000092/000029
     106     8400 ./traj_segs/000092/000013
     104     8400 ./traj_segs/000092/000023
     107     8400 ./traj_segs/000092/000019
     108     8400 ./traj_segs/000092/000021
     112     8400 ./traj_segs/000092/000045
     109     8400 ./traj_segs/000092/000000
     110     8400 ./traj_segs/000092/000038
     111     8400 ./traj_segs/000092/000032
     113     8400 ./traj_segs/000092/000048
     114     8400 ./traj_segs/000092/000042
     115     8400 ./traj_segs/000092/000035
     118     8400 ./traj_segs/000092/000014
     116     8400 ./traj_segs/000092/000007
     117     8400 ./traj_segs/000092/000026
     119     8400 ./traj_segs/000092/000010
     120     8400 ./traj_segs/000092/000028
     121     8400 ./traj_segs/000092/000022
     122     8400 ./traj_segs/000092/000003
     123     8400 ./traj_segs/000092/000009
     124     8400 ./traj_segs/000092/000046
     125     8400 ./traj_segs/000092/000031
     126     8400 ./traj_segs/000092/000036
     127     8400 ./traj_segs/000092/000041
     128     8400 ./traj_segs/000092/000004
     129     8400 ./traj_segs/000092/000025
     131     8400 ./traj_segs/000195/000016
     130     8400 ./traj_segs/000092/000017
     133     8400 ./traj_segs/000195/000005
     132     8400 ./traj_segs/000195/000024
     134     8400 ./traj_segs/000195/000040
     136     8400 ./traj_segs/000195/000030
     135     8400 ./traj_segs/000195/000037
     138     8400 ./traj_segs/000195/000002
     137     8400 ./traj_segs/000195/000047
     139     8400 ./traj_segs/000195/000008
     140     8400 ./traj_segs/000195/000029
     141     8400 ./traj_segs/000195/000023
     142     8400 ./traj_segs/000195/000011
     144     8400 ./traj_segs/000195/000027
     145     8400 ./traj_segs/000195/000006
     143     8400 ./traj_segs/000195/000015
     147     8400 ./traj_segs/000195/000034
     146     8400 ./traj_segs/000195/000049
     148     8400 ./traj_segs/000195/000043
     152     8400 ./traj_segs/000195/000001
     149     8400 ./traj_segs/000195/000039
     150     8400 ./traj_segs/000195/000044
     151     8400 ./traj_segs/000195/000033
     153     8400 ./traj_segs/000195/000020
     154     8400 ./traj_segs/000195/000012
     157     8400 ./traj_segs/000195/000028
     155     8400 ./traj_segs/000195/000018
     156     8400 ./traj_segs/000195/000022
     158     8400 ./traj_segs/000195/000010
     159     8400 ./traj_segs/000195/000046
     162     8400 ./traj_segs/000195/000003
     160     8400 ./traj_segs/000195/000031
     163     8400 ./traj_segs/000195/000004
     161     8400 ./traj_segs/000195/000009
     164     8400 ./traj_segs/000195/000036
     165     8400 ./traj_segs/000195/000041
     167     8400 ./traj_segs/000195/000025
     166     8400 ./traj_segs/000195/000017
     169     8400 ./traj_segs/000195/000019
     168     8400 ./traj_segs/000195/000021
     170     8400 ./traj_segs/000195/000013
     171     8400 ./traj_segs/000195/000032
     172     8400 ./traj_segs/000195/000045
     173     8400 ./traj_segs/000195/000038
     174     8400 ./traj_segs/000195/000000
     175     8400 ./traj_segs/000195/000007
     176     8400 ./traj_segs/000195/000042
     179     8400 ./traj_segs/000195/000014
     178     8400 ./traj_segs/000195/000048
     177     8400 ./traj_segs/000195/000035
     180     8400 ./traj_segs/000195/000026
     182     8400 ./traj_segs/000001/000004
     181     8400 ./traj_segs/000001/000003
     183     8400 ./traj_segs/000001/000000
     184     8400 ./traj_segs/000001/000002
     186     8400 ./traj_segs/000076/000011
     185     8400 ./traj_segs/000001/000001
     189     8400 ./traj_segs/000076/000002
     187     8400 ./traj_segs/000076/000029
     188     8400 ./traj_segs/000076/000023
     190     8400 ./traj_segs/000076/000008
     191     8400 ./traj_segs/000076/000030
     193     8400 ./traj_segs/000076/000005
     192     8400 ./traj_segs/000076/000037
     194     8400 ./traj_segs/000076/000024
     195     8400 ./traj_segs/000076/000016
     198     8400 ./traj_segs/000076/000020
     196     8400 ./traj_segs/000076/000012
     197     8400 ./traj_segs/000076/000018
     200     8400 ./traj_segs/000076/000039
     201     8400 ./traj_segs/000076/000033
     203     8400 ./traj_segs/000076/000006
     204     8400 ./traj_segs/000076/000027
     202     8400 ./traj_segs/000076/000034
     205     8400 ./traj_segs/000076/000015
     199     8400 ./traj_segs/000076/000001
     206     8400 ./traj_segs/000076/000025
     207     8400 ./traj_segs/000076/000017
     210     8400 ./traj_segs/000076/000009
     208     8400 ./traj_segs/000076/000036
     209     8400 ./traj_segs/000076/000004
     211     8400 ./traj_segs/000076/000003
     213     8400 ./traj_segs/000076/000010
     212     8400 ./traj_segs/000076/000031
     215     8400 ./traj_segs/000076/000028
     216     8400 ./traj_segs/000076/000026
     218     8400 ./traj_segs/000076/000035
     214     8400 ./traj_segs/000076/000022
     217     8400 ./traj_segs/000076/000014
     219     8400 ./traj_segs/000076/000007
     220     8400 ./traj_segs/000076/000000
     221     8400 ./traj_segs/000076/000032
     224     8400 ./traj_segs/000076/000013
     223     8400 ./traj_segs/000076/000019
     222     8400 ./traj_segs/000076/000038
     225     8400 ./traj_segs/000076/000021
     226     8400 ./traj_segs/000098/000033
     227     8400 ./traj_segs/000098/000039
     230     8400 ./traj_segs/000098/000018
     229     8400 ./traj_segs/000098/000020
     228     8400 ./traj_segs/000098/000001
     231     8400 ./traj_segs/000098/000012
     232     8400 ./traj_segs/000098/000015
     233     8400 ./traj_segs/000098/000027
     234     8400 ./traj_segs/000098/000006
     236     8400 ./traj_segs/000098/000030
     235     8400 ./traj_segs/000098/000034
     237     8400 ./traj_segs/000098/000008
     238     8400 ./traj_segs/000098/000002
     239     8400 ./traj_segs/000098/000023
     242     8400 ./traj_segs/000098/000016
     240     8400 ./traj_segs/000098/000029
     243     8400 ./traj_segs/000098/000024
     241     8400 ./traj_segs/000098/000011
     244     8400 ./traj_segs/000098/000005
     246     8400 ./traj_segs/000098/000007
     245     8400 ./traj_segs/000098/000037
     247     8400 ./traj_segs/000098/000035
     248     8400 ./traj_segs/000098/000014
     251     8400 ./traj_segs/000098/000013
     249     8400 ./traj_segs/000098/000026
     250     8400 ./traj_segs/000098/000021
