#time    #x    #y
-2.00 0.52 0.47 0.45 0.47 0.48 0.47 0.52 0.51 0.49 0.55 
-2.00 0.52 0.42 0.46 0.45 0.47 0.49 0.48 0.49 0.47 0.58 
-2.00 0.49 0.42 0.49 0.42 0.43 0.43 0.46 0.53 0.47 0.55 
-2.00 0.52 0.45 0.47 0.44 0.41 0.39 0.46 0.55 0.50 0.58 
-2.00 0.45 0.43 0.50 0.38 0.38 0.34 0.44 0.49 0.49 0.61 
-2.00 0.47 0.45 0.57 0.41 0.42 0.31 0.42 0.52 0.41 0.65 
-2.00 0.45 0.45 0.58 0.38 0.42 0.29 0.38 0.48 0.40 0.60 
-2.00 0.46 0.43 0.59 0.38 0.49 0.33 0.39 0.54 0.43 0.59 
-2.00 0.46 0.44 0.55 0.42 0.48 0.34 0.37 0.59 0.45 0.60 
-2.00 0.48 0.40 0.59 0.41 0.46 0.33 0.36 0.58 0.46 0.53 
-2.00 0.50 0.37 0.50 0.38 0.46 0.33 0.39 0.63 0.46 0.56 
-2.00 0.47 0.35 0.54 0.43 0.50 0.35 0.41 0.63 0.46 0.49 
-2.00 0.48 0.30 0.54 0.42 0.54 0.30 0.41 0.59 0.46 0.42 
-2.00 0.51 0.27 0.59 0.36 0.57 0.30 0.39 0.61 0.44 0.45 
-2.00 0.54 0.26 0.60 0.36 0.59 0.27 0.33 0.60 0.47 0.41 
-2.00 0.52 0.21 0.62 0.36 0.61 0.21 0.31 0.58 0.45 0.37 
-2.00 0.55 0.16 0.63 0.33 0.62 0.15 0.34 0.59 0.45 0.36 
-2.00 0.56 0.14 0.67 0.34 0.61 0.17 0.35 0.58 0.43 0.34 
-2.00 0.56 0.12 0.69 0.33 0.63 0.18 0.31 0.57 0.41 0.24 
-2.00 0.59 0.08 0.72 0.33 0.60 0.19 0.32 0.59 0.42 0.21 
-2.00 0.66 0.12 0.72 0.34 0.62 0.22 0.28 0.63 0.41 0.22 
-2.00 0.66 0.13 0.75 0.34 0.62 0.21 0.28 0.59 0.41 0.20 
-2.00 0.68 0.12 0.72 0.33 0.67 0.21 0.31 0.60 0.42 0.20 
-2.00 0.68 0.19 0.73 0.36 0.65 0.23 0.33 0.61 0.42 0.17 
-2.00 0.69 0.18 0.72 0.35 0.66 0.25 0.30 0.60 0.39 0.17 
-2.00 0.65 0.20 0.79 0.33 0.66 0.24 0.26 0.60 0.36 0.16 
-2.00 0.67 0.16 0.82 0.36 0.63 0.19 0.25 0.58 0.34 0.24 
-2.00 0.71 0.14 0.81 0.35 0.65 0.16 0.25 0.57 0.38 0.22 
-2.00 0.69 0.14 0.77 0.38 0.65 0.15 0.24 0.57 0.33 0.23 
-2.00 0.70 0.18 0.78 0.37 0.64 0.14 0.20 0.56 0.35 0.25 
-2.00 0.70 0.18 0.83 0.36 0.69 0.15 0.20 0.59 0.34 0.25 
-2.00 0.71 0.20 0.84 0.34 0.66 0.11 0.21 0.60 0.36 0.25 
-2.00 0.74 0.24 0.87 0.33 0.63 0.15 0.25 0.61 0.36 0.25 
-2.00 0.69 0.23 0.84 0.37 0.65 0.18 0.29 0.63 0.36 0.26 
-2.00 0.69 0.23 0.92 0.37 0.67 0.16 0.25 0.61 0.38 0.25 
-2.00 0.69 0.23 0.94 0.33 0.70 0.16 0.29 0.61 0.37 0.24 
-2.00 0.67 0.26 1.00 0.34 0.68 0.11 0.30 0.58 0.39 0.20 
-2.00 0.67 0.30 1.00 0.37 0.69 0.14 0.34 0.60 0.41 0.24 
-2.00 0.64 0.34 0.98 0.39 0.64 0.18 0.35 0.59 0.37 0.21 
-2.00 0.68 0.38 0.99 0.36 0.65 0.18 0.35 0.60 0.40 0.13 
-2.00 0.66 0.32 1.01 0.37 0.66 0.17 0.37 0.58 0.41 0.14 
-2.00 0.63 0.33 1.03 0.37 0.68 0.17 0.34 0.57 0.42 0.19 
-2.00 0.63 0.36 1.05 0.42 0.72 0.19 0.34 0.60 0.47 0.17 
-2.00 0.61 0.30 1.03 0.39 0.69 0.17 0.33 0.58 0.46 0.16 
-2.00 0.61 0.28 1.03 0.37 0.70 0.19 0.34 0.55 0.50 0.16 
-2.00 0.57 0.34 1.02 0.36 0.65 0.23 0.33 0.57 0.48 0.14 
-2.00 0.55 0.29 0.95 0.36 0.67 0.23 0.34 0.57 0.45 0.10 
-2.00 0.56 0.27 0.94 0.33 0.65 0.15 0.36 0.58 0.43 0.05 
