       4     5525 ./traj_segs/000059/000001
       3     5525 ./traj_segs/000059/000006
       1     5525 ./traj_segs/000059/000015
       5     5525 ./traj_segs/000059/000020
       2     5525 ./traj_segs/000059/000027
       6     5525 ./traj_segs/000059/000018
       7     5525 ./traj_segs/000059/000012
       8     5525 ./traj_segs/000059/000016
       9     5525 ./traj_segs/000059/000024
      13     5525 ./traj_segs/000059/000023
      11     5525 ./traj_segs/000059/000008
      10     5525 ./traj_segs/000059/000005
      12     5525 ./traj_segs/000059/000002
      14     5525 ./traj_segs/000059/000029
      16     5525 ./traj_segs/000059/000021
      17     5525 ./traj_segs/000059/000013
      15     5525 ./traj_segs/000059/000011
      18     5525 ./traj_segs/000059/000019
      19     5525 ./traj_segs/000059/000000
      22     5525 ./traj_segs/000059/000026
      23     5525 ./traj_segs/000059/000028
      21     5525 ./traj_segs/000059/000014
      20     5525 ./traj_segs/000059/000007
      27     5525 ./traj_segs/000059/000009
      28     5525 ./traj_segs/000059/000004
      24     5525 ./traj_segs/000059/000022
      25     5525 ./traj_segs/000059/000010
      26     5525 ./traj_segs/000059/000003
      29     5525 ./traj_segs/000059/000017
      32     5525 ./traj_segs/000154/000020
      30     5525 ./traj_segs/000059/000025
      31     5525 ./traj_segs/000154/000001
      33     5525 ./traj_segs/000154/000018
      36     5525 ./traj_segs/000154/000027
      35     5525 ./traj_segs/000154/000015
      37     5525 ./traj_segs/000154/000006
      34     5525 ./traj_segs/000154/000012
      38     5525 ./traj_segs/000154/000008
      39     5525 ./traj_segs/000154/000002
      40     5525 ./traj_segs/000154/000023
      41     5525 ./traj_segs/000154/000029
      42     5525 ./traj_segs/000154/000011
      43     5525 ./traj_segs/000154/000016
      44     5525 ./traj_segs/000154/000024
      46     5525 ./traj_segs/000154/000007
      45     5525 ./traj_segs/000154/000005
      48     5525 ./traj_segs/000154/000026
      47     5525 ./traj_segs/000154/000014
      49     5525 ./traj_segs/000154/000021
      50     5525 ./traj_segs/000154/000013
      51     5525 ./traj_segs/000154/000019
      52     5525 ./traj_segs/000154/000000
      53     5525 ./traj_segs/000154/000004
      54     5525 ./traj_segs/000154/000017
